参数,总收益率
"{'boll_window': 24, 'boll_dev': 2, 'atr_window': 30, 'risk_level': 50, 'sl_multiplier': 5.799999999999995, 'dis_open': 8, 'interval': 2}",179.0311298
"{'boll_window': 60, 'boll_dev': 4, 'atr_window': 8, 'risk_level': 50, 'sl_multiplier': 5.799999999999995, 'dis_open': 8, 'interval': 2}",178.9335406
"{'boll_window': 3, 'boll_dev': 2, 'atr_window': 8, 'risk_level': 50, 'sl_multiplier': 5.799999999999995, 'dis_open': 2, 'interval': 2}",178.5017772
"{'boll_window': 60, 'boll_dev': 2, 'atr_window': 28, 'risk_level': 50, 'sl_multiplier': 6.199999999999994, 'dis_open': 12, 'interval': 2}",177.8780859
"{'boll_window': 39, 'boll_dev': 2, 'atr_window': 8, 'risk_level': 50, 'sl_multiplier': 5.799999999999995, 'dis_open': 8, 'interval': 2}",176.9673487
"{'boll_window': 60, 'boll_dev': 2, 'atr_window': 8, 'risk_level': 50, 'sl_multiplier': 5.799999999999995, 'dis_open': 4, 'interval': 2}",176.1579408
"{'boll_window': 51, 'boll_dev': 2, 'atr_window': 8, 'risk_level': 50, 'sl_multiplier': 5.399999999999997, 'dis_open': 14, 'interval': 2}",176.1169588
"{'boll_window': 51, 'boll_dev': 2, 'atr_window': 8, 'risk_level': 50, 'sl_multiplier': 6.199999999999994, 'dis_open': 12, 'interval': 2}",176.0347678
"{'boll_window': 60, 'boll_dev': 2, 'atr_window': 20, 'risk_level': 50, 'sl_multiplier': 4.899999999999999, 'dis_open': 8, 'interval': 2}",175.8533204
"{'boll_window': 3, 'boll_dev': 2, 'atr_window': 8, 'risk_level': 50, 'sl_multiplier': 6.499999999999993, 'dis_open': 8, 'interval': 2}",175.5241073
"{'boll_window': 51, 'boll_dev': 2, 'atr_window': 28, 'risk_level': 50, 'sl_multiplier': 5.799999999999995, 'dis_open': 4, 'interval': 2}",174.9365543
"{'boll_window': 60, 'boll_dev': 2, 'atr_window': 28, 'risk_level': 50, 'sl_multiplier': 5.799999999999995, 'dis_open': 4, 'interval': 2}",172.9762098
