2021-08-04 08:45:05,580  INFO: 主引擎创建成功
2021-08-04 08:45:05,582  INFO: 注册日志事件监听
2021-08-04 08:45:05,582  INFO: 连接CTP接口
2021-08-04 08:45:05,681  INFO: 行情服务器连接成功
2021-08-04 08:45:05,715  INFO: 行情服务器登录成功
2021-08-04 08:45:05,789  INFO: 交易服务器连接成功
2021-08-04 08:45:06,046  INFO: 交易服务器授权验证成功
2021-08-04 08:45:06,106  INFO: 交易服务器登录成功
2021-08-04 08:45:06,208  INFO: 结算信息确认成功
2021-08-04 08:45:10,947  INFO: 合约信息查询成功
2021-08-04 08:45:16,353  INFO: RQData数据接口初始化成功
2021-08-04 08:45:16,923  INFO: CTA策略引擎初始化成功
2021-08-04 08:45:16,939  INFO: CTA引擎初始化完成
2021-08-04 08:45:16,950  INFO: papertest1开始执行初始化
2021-08-04 08:45:21,962  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:18.393064864110446, trading_size:2
2021-08-04 08:45:21,963  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:21,964  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:25:00
2021-08-04 08:45:21,964  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:17.77700477530733, trading_size:2
2021-08-04 08:45:21,965  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:21,966  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:27:00
2021-08-04 08:45:21,967  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:17.462522969922173, trading_size:2
2021-08-04 08:45:21,967  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:21,968  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:29:00
2021-08-04 08:45:21,969  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:18.507627871029026, trading_size:2
2021-08-04 08:45:21,969  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:21,970  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:31:00
2021-08-04 08:45:21,971  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:18.632232157794306, trading_size:2
2021-08-04 08:45:21,972  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:21,972  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:33:00
2021-08-04 08:45:21,973  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:17.82976101869048, trading_size:2
2021-08-04 08:45:21,974  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:21,974  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:35:00
2021-08-04 08:45:21,975  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:17.260943740669685, trading_size:2
2021-08-04 08:45:21,976  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:21,977  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:37:00
2021-08-04 08:45:21,977  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:17.406266193832522, trading_size:2
2021-08-04 08:45:21,978  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:39:00
2021-08-04 08:45:21,979  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:17.206223896381875, trading_size:2
2021-08-04 08:45:21,979  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:41:00
2021-08-04 08:45:21,980  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:16.772497248210048, trading_size:2
2021-08-04 08:45:21,981  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:43:00
2021-08-04 08:45:21,982  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:17.125297679434038, trading_size:2
2021-08-04 08:45:21,982  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:45:00
2021-08-04 08:45:21,982  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:17.03193471473546, trading_size:2
2021-08-04 08:45:21,983  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:21,983  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:47:00
2021-08-04 08:45:21,984  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:16.862986432654907, trading_size:2
2021-08-04 08:45:21,985  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:21,986  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:49:00
2021-08-04 08:45:21,986  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:16.289756583687456, trading_size:3
2021-08-04 08:45:21,987  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:3
2021-08-04 08:45:21,988  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:51:00
2021-08-04 08:45:21,988  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:15.765531414563414, trading_size:3
2021-08-04 08:45:21,989  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:3
2021-08-04 08:45:21,990  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:53:00
2021-08-04 08:45:21,991  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:15.618733270219872, trading_size:3
2021-08-04 08:45:21,991  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:3
2021-08-04 08:45:21,992  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:55:00
2021-08-04 08:45:21,993  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:15.650673815704016, trading_size:3
2021-08-04 08:45:21,993  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:3
2021-08-04 08:45:21,994  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:57:00
2021-08-04 08:45:21,995  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:16.096436672792304, trading_size:3
2021-08-04 08:45:21,996  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:3
2021-08-04 08:45:21,996  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:22:59:00
2021-08-04 08:45:21,997  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:17.254597808393157, trading_size:2
2021-08-04 08:45:21,998  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:21,999  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:01:00
2021-08-04 08:45:21,999  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:20.983270306103453, trading_size:2
2021-08-04 08:45:22,000  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:22,001  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:03:00
2021-08-04 08:45:22,002  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:21.81742120190553, trading_size:2
2021-08-04 08:45:22,003  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:22,003  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:05:00
2021-08-04 08:45:22,004  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:22.0820093857801, trading_size:2
2021-08-04 08:45:22,005  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:22,005  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:07:00
2021-08-04 08:45:22,006  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:21.24157334440797, trading_size:2
2021-08-04 08:45:22,007  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:22,008  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:09:00
2021-08-04 08:45:22,008  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:20.887965649676843, trading_size:2
2021-08-04 08:45:22,009  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:22,010  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:11:00
2021-08-04 08:45:22,010  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:20.980760522063765, trading_size:2
2021-08-04 08:45:22,011  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:22,012  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:13:00
2021-08-04 08:45:22,013  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:21.148940947706077, trading_size:2
2021-08-04 08:45:22,013  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:22,014  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:15:00
2021-08-04 08:45:22,015  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:21.386371627763726, trading_size:2
2021-08-04 08:45:22,015  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:17:00
2021-08-04 08:45:22,016  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:22.604055811391607, trading_size:2
2021-08-04 08:45:22,017  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:19:00
2021-08-04 08:45:22,018  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:22.053656946129365, trading_size:2
2021-08-04 08:45:22,018  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:21:00
2021-08-04 08:45:22,019  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:23.21576983223439, trading_size:2
2021-08-04 08:45:22,020  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:22,020  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:23:00
2021-08-04 08:45:22,021  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:23.031183227194486, trading_size:2
2021-08-04 08:45:22,022  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:25:00
2021-08-04 08:45:22,023  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:22.11197883924122, trading_size:2
2021-08-04 08:45:22,023  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:22,023  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:27:00
2021-08-04 08:45:22,024  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:21.602471788833792, trading_size:2
2021-08-04 08:45:22,024  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:22,025  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:29:00
2021-08-04 08:45:22,026  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:22.63569583308488, trading_size:2
2021-08-04 08:45:22,027  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:22,027  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:31:00
2021-08-04 08:45:22,028  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:22.665768014933537, trading_size:2
2021-08-04 08:45:22,029  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:22,030  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:33:00
2021-08-04 08:45:22,030  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:22.193796160826395, trading_size:2
2021-08-04 08:45:22,031  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:35:00
2021-08-04 08:45:22,032  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:21.844420584447047, trading_size:2
2021-08-04 08:45:22,032  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:37:00
2021-08-04 08:45:22,033  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:21.690912255717592, trading_size:2
2021-08-04 08:45:22,034  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:22,035  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:39:00
2021-08-04 08:45:22,035  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:21.383268190959992, trading_size:2
2021-08-04 08:45:22,036  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:41:00
2021-08-04 08:45:22,037  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:20.934934682171214, trading_size:2
2021-08-04 08:45:22,038  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:43:00
2021-08-04 08:45:22,038  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:19.940646871951973, trading_size:2
2021-08-04 08:45:22,039  INFO: [papertest2]  on_xmin_bar, buy_svt:[], volume:2
2021-08-04 08:45:22,040  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:45:00
2021-08-04 08:45:22,040  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:19.778797374861888, trading_size:2
2021-08-04 08:45:22,041  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:47:00
2021-08-04 08:45:22,042  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:19.04737059508643, trading_size:2
2021-08-04 08:45:22,043  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:22,043  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:49:00
2021-08-04 08:45:22,044  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:18.29330844600486, trading_size:2
2021-08-04 08:45:22,045  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:51:00
2021-08-04 08:45:22,045  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:18.43522117480485, trading_size:2
2021-08-04 08:45:22,046  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:53:00
2021-08-04 08:45:22,047  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:18.14898139344388, trading_size:2
2021-08-04 08:45:22,048  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:22,048  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:55:00
2021-08-04 08:45:22,049  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:17.55304313858318, trading_size:2
2021-08-04 08:45:22,050  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:22,051  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:57:00
2021-08-04 08:45:22,051  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:17.00731433377742, trading_size:2
2021-08-04 08:45:22,052  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:2
2021-08-04 08:45:22,053  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:09:59:00
2021-08-04 08:45:22,053  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:16.34066127402851, trading_size:3
2021-08-04 08:45:22,054  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:3
2021-08-04 08:45:22,055  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:01:00
2021-08-04 08:45:22,056  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:16.14588908535297, trading_size:3
2021-08-04 08:45:22,056  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:03:00
2021-08-04 08:45:22,057  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:16.300921188418098, trading_size:3
2021-08-04 08:45:22,058  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:05:00
2021-08-04 08:45:22,059  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:16.27644248881045, trading_size:3
2021-08-04 08:45:22,059  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:07:00
2021-08-04 08:45:22,060  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:16.504107536625543, trading_size:3
2021-08-04 08:45:22,061  INFO: [papertest2]  on_xmin_bar, buy_svt:[], volume:3
2021-08-04 08:45:22,062  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:09:00
2021-08-04 08:45:22,062  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:16.546234105010697, trading_size:3
2021-08-04 08:45:22,063  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:11:00
2021-08-04 08:45:22,064  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:16.501438005546998, trading_size:3
2021-08-04 08:45:22,064  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:13:00
2021-08-04 08:45:22,065  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:16.127202736572883, trading_size:3
2021-08-04 08:45:22,065  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:14:00
2021-08-04 08:45:22,066  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:15.534271920738421, trading_size:3
2021-08-04 08:45:22,066  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:31:00
2021-08-04 08:45:22,067  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:15.573992227470354, trading_size:3
2021-08-04 08:45:22,068  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:33:00
2021-08-04 08:45:22,069  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:15.855130932053418, trading_size:3
2021-08-04 08:45:22,069  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:35:00
2021-08-04 08:45:22,070  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:15.365924853810382, trading_size:3
2021-08-04 08:45:22,071  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:37:00
2021-08-04 08:45:22,072  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:14.918553156514575, trading_size:3
2021-08-04 08:45:22,072  INFO: [papertest2]  on_xmin_bar, buy_svt:[], volume:3
2021-08-04 08:45:22,073  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:39:00
2021-08-04 08:45:22,074  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:14.341634611792477, trading_size:3
2021-08-04 08:45:22,074  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:41:00
2021-08-04 08:45:22,075  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:13.646720430656996, trading_size:3
2021-08-04 08:45:22,076  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:43:00
2021-08-04 08:45:22,077  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:13.342809155265106, trading_size:3
2021-08-04 08:45:22,077  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:45:00
2021-08-04 08:45:22,078  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:13.231008666881008, trading_size:3
2021-08-04 08:45:22,079  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:47:00
2021-08-04 08:45:22,079  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:13.211510839488364, trading_size:3
2021-08-04 08:45:22,080  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:49:00
2021-08-04 08:45:22,081  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:12.943150783208187, trading_size:3
2021-08-04 08:45:22,082  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:3
2021-08-04 08:45:22,082  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:51:00
2021-08-04 08:45:22,083  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:12.53099951476028, trading_size:3
2021-08-04 08:45:22,084  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:53:00
2021-08-04 08:45:22,085  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:12.736534681151225, trading_size:3
2021-08-04 08:45:22,085  INFO: [papertest2]  on_xmin_bar, buy_svt:[], volume:3
2021-08-04 08:45:22,086  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:55:00
2021-08-04 08:45:22,087  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:13.175052935266535, trading_size:3
2021-08-04 08:45:22,087  INFO: [papertest2]  on_xmin_bar, buy_svt:[], volume:3
2021-08-04 08:45:22,088  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:57:00
2021-08-04 08:45:22,089  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:12.99383791756937, trading_size:3
2021-08-04 08:45:22,089  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:10:59:00
2021-08-04 08:45:22,090  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:12.910935722721069, trading_size:3
2021-08-04 08:45:22,091  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:11:01:00
2021-08-04 08:45:22,092  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:12.668232402634322, trading_size:3
2021-08-04 08:45:22,092  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:3
2021-08-04 08:45:22,093  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:11:03:00
2021-08-04 08:45:22,094  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:12.27915573600261, trading_size:4
2021-08-04 08:45:22,094  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:11:05:00
2021-08-04 08:45:22,095  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.922323063218785, trading_size:4
2021-08-04 08:45:22,096  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:4
2021-08-04 08:45:22,097  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:11:07:00
2021-08-04 08:45:22,097  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.678609917110945, trading_size:4
2021-08-04 08:45:22,098  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:4
2021-08-04 08:45:22,099  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:11:09:00
2021-08-04 08:45:22,099  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.288578926753802, trading_size:4
2021-08-04 08:45:22,100  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:11:11:00
2021-08-04 08:45:22,101  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.431340598888118, trading_size:4
2021-08-04 08:45:22,102  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:11:13:00
2021-08-04 08:45:22,102  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.645531635876388, trading_size:4
2021-08-04 08:45:22,103  INFO: [papertest2]  on_xmin_bar, buy_svt:[], volume:4
2021-08-04 08:45:22,104  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:11:15:00
2021-08-04 08:45:22,104  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.341837607441347, trading_size:4
2021-08-04 08:45:22,105  INFO: [papertest2]  on_xmin_bar, buy_svt:[], volume:4
2021-08-04 08:45:22,106  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:11:17:00
2021-08-04 08:45:22,107  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.396634336210573, trading_size:4
2021-08-04 08:45:22,107  INFO: [papertest2]  on_xmin_bar, buy_svt:[], volume:4
2021-08-04 08:45:22,107  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:11:19:00
2021-08-04 08:45:22,108  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.19720130692063, trading_size:4
2021-08-04 08:45:22,109  INFO: [papertest2]  on_xmin_bar, buy_svt:[], volume:4
2021-08-04 08:45:22,109  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:11:21:00
2021-08-04 08:45:22,110  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.68091469527514, trading_size:4
2021-08-04 08:45:22,111  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:11:23:00
2021-08-04 08:45:22,111  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.374354446941053, trading_size:4
2021-08-04 08:45:22,112  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:11:25:00
2021-08-04 08:45:22,113  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.093534272609281, trading_size:4
2021-08-04 08:45:22,114  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:11:27:00
2021-08-04 08:45:22,114  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.336126523174102, trading_size:4
2021-08-04 08:45:22,115  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:11:29:00
2021-08-04 08:45:22,116  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.05870688320194, trading_size:4
2021-08-04 08:45:22,116  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:13:31:00
2021-08-04 08:45:22,117  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.72083227054309, trading_size:4
2021-08-04 08:45:22,118  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:4
2021-08-04 08:45:22,119  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:13:33:00
2021-08-04 08:45:22,119  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.577952441509035, trading_size:4
2021-08-04 08:45:22,120  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:4
2021-08-04 08:45:22,121  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:13:35:00
2021-08-04 08:45:22,121  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.94672857850784, trading_size:4
2021-08-04 08:45:22,122  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:13:37:00
2021-08-04 08:45:22,123  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.701737279853296, trading_size:4
2021-08-04 08:45:22,124  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:13:39:00
2021-08-04 08:45:22,124  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:11.14369250252435, trading_size:4
2021-08-04 08:45:22,125  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:13:41:00
2021-08-04 08:45:22,126  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:10.797983695762008, trading_size:4
2021-08-04 08:45:22,126  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:4
2021-08-04 08:45:22,127  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:13:43:00
2021-08-04 08:45:22,128  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:10.397449799232556, trading_size:4
2021-08-04 08:45:22,129  INFO: [papertest2]  on_xmin_bar, short_svt:[], volume:4
2021-08-04 08:45:22,129  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:13:45:00
2021-08-04 08:45:22,130  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:10.28041190813902, trading_size:4
2021-08-04 08:45:22,131  INFO: [papertest2]  on_xmin_bar, self.pos:0, on_bar_time:13:47:00
2021-08-04 08:45:22,131  INFO: [papertest2]  on_xmin_bar, risk_level:50, atr_value:10.590388326163053, trading_size:4
